"GeneSet_Database"	"GeneSet_Category"	"GeneSet_Sub_Category"	"GeneSet_Name"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSLATION_AT_SYNAPSE_MODULATING_SYNAPTIC_TRANSMISSION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSLATION_INITIATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSLATION_NCRNA_MEDIATED"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSLATIONAL_ELONGATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSLATIONAL_FIDELITY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_BY_EIF2_ALPHA_PHOSPHORYLATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_IN_RESPONSE_TO_STRESS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSLATIONAL_TERMINATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSPORT"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRANSPOSITION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TUBE_SIZE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TUBULIN_DEACETYLATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TYPE_B_PANCREATIC_CELL_DEVELOPMENT"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TYPE_B_PANCREATIC_CELL_PROLIFERATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_UBIQUITIN_SPECIFIC_PROTEASE_ACTIVITY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_URINE_VOLUME"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VACUOLE_ORGANIZATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DEDIFFERENTIATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DIFFERENTIATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VASCULAR_PERMEABILITY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VASCULAR_WOUND_HEALING"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VASCULOGENESIS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VASOCONSTRICTION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_DEPOLARIZATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VESICLE_FUSION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VESICLE_SIZE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VESICLE_TRANSPORT_ALONG_MICROTUBULE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VIRAL_TRANSCRIPTION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VITAMIN_D_BIOSYNTHETIC_PROCESS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VITAMIN_D_RECEPTOR_SIGNALING_PATHWAY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VITAMIN_METABOLIC_PROCESS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_WATER_LOSS_VIA_SKIN"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_WOUND_HEALING"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATION_OF_XENOPHAGY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REGULATORY_T_CELL_DIFFERENTIATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RELAXATION_OF_CARDIAC_MUSCLE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RELAXATION_OF_MUSCLE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RELAXATION_OF_SMOOTH_MUSCLE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RELAXATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RENAL_ABSORPTION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RENAL_FILTRATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RENAL_SODIUM_EXCRETION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RENAL_SODIUM_ION_ABSORPTION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RENAL_SODIUM_ION_TRANSPORT"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RENAL_SYSTEM_PROCESS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RENAL_SYSTEM_VASCULATURE_MORPHOGENESIS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RENAL_TUBULE_DEVELOPMENT"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RENAL_VESICLE_DEVELOPMENT"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RENAL_VESICLE_FORMATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RENAL_WATER_HOMEOSTASIS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RENAL_WATER_TRANSPORT"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RENIN_SECRETION_INTO_BLOOD_STREAM"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REPLACEMENT_OSSIFICATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REPLICATION_BORN_DOUBLE_STRAND_BREAK_REPAIR_VIA_SISTER_CHROMATID_EXCHANGE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REPLICATION_FORK_PROCESSING"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REPLICATION_FORK_PROTECTION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REPLICATIVE_SENESCENCE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REPRODUCTION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REPRODUCTIVE_BEHAVIOR"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPIRATORY_BURST"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPIRATORY_BURST_INVOLVED_IN_DEFENSE_RESPONSE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPIRATORY_SYSTEM_PROCESS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ABIOTIC_STIMULUS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ACETYLCHOLINE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ACID_CHEMICAL"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ACIDIC_PH"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ACTIVITY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ALCOHOL"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ALDOSTERONE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ALKALOID"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ALUMINUM_ION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_AMINE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_AMINO_ACID_STARVATION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_AMMONIUM_ION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_AMPHETAMINE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_AMYLOID_BETA"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ANGIOTENSIN"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ANTIBIOTIC"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ATP"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_AUDITORY_STIMULUS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_AXON_INJURY"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_BACTERIUM"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_BILE_ACID"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_BIOTIC_STIMULUS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_BLUE_LIGHT"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_BMP"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_CADMIUM_ION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_CAFFEINE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_CALCIUM_ION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_CAMP"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_CAMPTOTHECIN"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_CARBOHYDRATE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_CATECHOLAMINE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_CELL_CYCLE_CHECKPOINT_SIGNALING"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_CGMP"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_CHEMOKINE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_CISPLATIN"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_COBALT_ION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_COCAINE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_COLD"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_COPPER_ION"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_CORTICOSTEROID"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_CORTICOSTERONE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_CORTICOTROPIN_RELEASING_HORMONE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_CORTISOL"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_CYTOKINE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_DEXAMETHASONE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_DIACYL_BACTERIAL_LIPOPEPTIDE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_DIETARY_EXCESS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_DISACCHARIDE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_DOPAMINE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_DRUG"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_DSRNA"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ELECTRICAL_STIMULUS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_EPINEPHRINE"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ERYTHROPOIETIN"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ESTRADIOL"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ESTROGEN"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ETHANOL"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_ETHER"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_FATTY_ACID"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS"
"MSigDB"	"C5: Ontology Gene Sets"	"GO: Gene Ontology Gene Sets"	"GOBP_RESPONSE_TO_FOLIC_ACID"
